,Unnamed: 0,Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW4,GW5,GW6,GW7,GW8,GW9,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
0,0,1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
3,1,2,Gabriel,G.Jesus,FWD,Arsenal,68,1,0.3,0.5,0,1.68,0.8,0,0,0,1,0,2,0,15,1,0,0,0,0,2448,3551,0.2,0.8,0,0.1,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.0429,0.0333,0.0273,0.02,6.993
7,2,3,Gabriel,Gabriel,DEF,Arsenal,60,29,7.7,7.2,0.14,1.08,12.5,1,0,3,15,4,104,1,360,1,0,0,0,0,14410,66456,114,24.8,52,19.1,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,1.1,0.8556,0.7,0.5133,7
11,3,4,Kai,Havertz,FWD,Arsenal,81,24,4,6,0.42,1.08,17.4,2,1,3,2,5,89,1,360,0,0,0,0,0,72943,38464,121,60.4,127,30.8,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.5714,0.4444,0.3636,0.2667,7.0004
15,4,5,Karl,Hein,GK,Arsenal,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
19,5,6,Jurriën,J.Timber,DEF,Arsenal,55,13,4,3.2,0.04,1.2,1.1,0,0,2,5,0,49,1,268,2,0,0,0,0,3416,9053,29.6,17.2,21,6.7,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.5714,0.4444,0.3636,0.2667,7.0004
23,6,7,Jorge Luiz,Jorginho,MID,Arsenal,49,2,0.7,2,0,0.74,0.3,0,0,1,2,0,0,0,90,1,0,0,0,0,1052,1219,0.4,1.8,0,0.2,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.1,0.0778,0.0636,0.0467,7
27,7,8,Jakub,Kiwior,DEF,Arsenal,49,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,528,173,0,0,0,0,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
31,8,9,Gabriel,Martinelli,MID,Arsenal,69,10,2.3,2.5,0.36,1.03,1.9,0,0,3,3,0,45,0,249,0,0,0,0,0,7447,3229,42.8,89.1,66,19.7,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.3286,0.2556,0.2091,0.1533,6.9994
35,9,10,Reiss,Nelson,MID,Fulham,50,1,0.3,0.5,0.31,1.21,0.1,0,0,0,0,0,5,1,26,1,0,0,0,0,346,268,9.6,1.7,28,3.9,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.06,0.03,0.0231,0.0188,5
39,10,11,Eddie,Nketiah,FWD,Crystal Palace,59,2,0.7,2,0.57,1.23,0.9,0,0,0,2,0,7,2,90,0,0,0,0,0,4188,6648,0,14.8,57,7.1,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0.1167,0.07,0.0583,0.0467,5.9983
43,11,12,Ethan,Nwaneri,MID,Arsenal,45,1,0.3,1,0,2.02,0.3,0,0,0,1,0,5,0,4,0,0,0,0,0,1042,1670,8.2,0.4,0,0.9,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.0429,0.0333,0.0273,0.02,6.993
47,12,13,Martin,Ødegaard,MID,Arsenal,83,7,1.3,2.3,0.42,1.04,6.5,0,0,2,0,0,29,1,253,1,0,0,0,0,67978,635,34.4,75,60,17,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.1857,0.1444,0.1182,0.0867,7.0005
51,13,14,Aaron,Ramsdale,GK,Southampton,44,5,1.7,2.5,0,2.72,1.8,0,0,0,3,0,17,6,180,0,0,11,0,0,3569,13724,73.2,0,0,7.3,MUN (H),IPS (H),BOU (A),ARS (A),LEI (H),MCI (A),3,2,2,5,2,5,2,4,9,11,16,0.425,0.1889,0.1545,0.1062,4
55,14,15,David,Raya,GK,Arsenal,55,29,7,7.2,0,1.08,27.9,0,0,3,9,6,96,1,360,1,0,14,0,0,34061,42136,130.8,0,0,13.1,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,1,0.7778,0.6364,0.4667,7
59,15,16,Declan,Rice,MID,Arsenal,63,3,0,1,0.16,0.68,3,0,0,2,0,0,17,1,222,1,1,0,0,0,9112,4422,25.4,27.4,35,8.1,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
63,16,17,Bukayo,Saka,MID,Arsenal,100,31,6.3,7.8,0.64,1.07,29.8,1,4,3,7,4,109,1,341,1,0,0,0,0,82198,36605,153.8,145.3,206,50.5,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.9,0.7,0.5727,0.42,7
67,17,18,William,Saliba,DEF,Arsenal,60,19,4.3,4.8,0.01,1.08,36.4,0,0,3,5,0,82,1,360,1,0,0,0,0,56813,18850,68.8,3.8,2,7.5,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.6143,0.4778,0.3909,0.2867,6.9998
71,18,19,Emile,Smith Rowe,MID,Fulham,57,22,6.3,5.5,0.53,0.86,26.5,1,1,2,7,4,80,2,274,0,0,0,0,0,23567,128438,72.8,54.7,56,18.4,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,1.26,0.63,0.4846,0.3938,5
75,19,20,Thomas,Thomas,MID,Arsenal,50,18,5,4.5,0.09,1.08,1.5,1,0,3,3,3,63,1,360,1,0,0,0,0,6481,6503,90.8,54.5,9,15.5,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.7143,0.5556,0.4545,0.3333,6.9999
79,20,21,Kieran,Tierney,DEF,Arsenal,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,27,0,0,0,0,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
83,21,22,Tomiyasu,Tomiyasu,DEF,Arsenal,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,29,0,0,0,0,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0,0,0,0,
87,22,23,Leandro,Trossard,MID,Arsenal,69,12,3.7,3,0.21,0.97,1.8,1,0,1,3,1,51,1,172,0,0,0,0,0,6742,3968,56.6,37.2,52,14.7,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.5286,0.4111,0.3364,0.2467,6.9996
91,23,24,Benjamin,White,DEF,Arsenal,65,20,4.7,5,0.05,1.08,8.3,0,0,3,6,0,76,1,360,0,0,0,0,0,18960,5052,47.2,10.8,17,7.5,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.6714,0.5222,0.4273,0.3133,7.0003
95,24,25,Oleksandr,Zinchenko,DEF,Arsenal,49,7,0.3,3.5,0.05,0.69,2.1,0,0,1,0,0,25,0,78,0,0,0,0,0,15231,1084,7.2,4.9,6,1.8,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.0429,0.0333,0.0273,0.02,6.993
99,25,26,Álex,Alex Moreno,DEF,Nottingham Forest,44,6,2,6,0.01,0.97,0.5,0,0,1,6,1,27,0,79,1,0,0,0,0,912,2553,15,4.3,0,1.9,LIV (A),BHA (A),FUL (H),CHE (A),CRY (H),LEI (A),5,2,2,4,2,2,2,4,8,10,12,0.5,0.25,0.2,0.1667,4
103,26,27,Cameron,Archer,FWD,Southampton,50,3,0.7,0.8,0.65,2.5,1.7,0,0,0,0,0,6,4,143,0,0,0,0,1,7997,9656,9.6,2.8,65,7.8,MUN (H),IPS (H),BOU (A),ARS (A),LEI (H),MCI (A),3,2,2,5,2,5,2,4,9,11,16,0.175,0.0778,0.0636,0.0438,4
107,27,28,Leon,Bailey,MID,Aston Villa,64,4,1,1.3,0.25,1.14,1.5,0,0,0,0,0,12,3,178,1,0,0,0,0,14628,146,14.6,45.5,30,8.8,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.25,0.1429,0.1,0.0833,4
111,28,29,Ross,Barkley,MID,Aston Villa,53,6,2,2,0.15,0.92,0.5,0,1,0,4,0,25,2,87,0,0,0,0,0,1359,815,25.4,29,8,6.2,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.5,0.2857,0.2,0.1667,4
115,29,30,Enzo,Barrenechea,MID,Aston Villa,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
119,30,31,Emiliano,Buendia,MID,Aston Villa,54,1,0.3,1,0.15,1.35,0.1,0,0,0,1,0,3,0,6,0,0,0,0,0,370,187,0.6,0.4,0,0.1,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.075,0.0429,0.03,0.025,4
123,31,32,Matty,Cash,DEF,Aston Villa,44,3,0.3,1.5,0.01,1.43,1.5,0,0,0,0,0,10,1,96,0,0,0,0,0,9678,165,9.6,12.4,4,2.6,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.075,0.0429,0.03,0.025,4
127,32,33,Leander,Dendoncker,MID,Aston Villa,45,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5326,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
131,33,34,Moussa,Diaby,MID,Aston Villa,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
135,34,35,Diego Carlos,Diego Carlos,DEF,Aston Villa,45,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,1080,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
139,35,36,Lucas,Digne,DEF,Aston Villa,46,15,4.3,3.8,0.28,0.88,6.9,0,2,0,4,2,71,5,306,0,0,0,0,0,7590,57133,100.2,94.9,2,19.7,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,1.075,0.6143,0.43,0.3583,4
143,36,37,Lewis,Dobbin,MID,Aston Villa,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
147,37,38,Jhon,Duran,FWD,Aston Villa,60,20,4.7,5,1.03,1.91,2.3,3,0,0,6,5,85,3,103,1,0,0,0,0,7625,68541,99.4,9.2,85,19.4,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,1.175,0.6714,0.47,0.3917,4
151,38,39,Joe,Gauci,GK,Aston Villa,40,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,1311,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
155,39,40,Kortney,Hause,DEF,Aston Villa,40,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1370,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
159,40,41,Samuel,Iling Jr,MID,Aston Villa,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
163,41,42,Boubacar,Kamara,MID,Aston Villa,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
167,42,43,Kaine,Kesler-Hayden,DEF,Aston Villa,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
171,43,44,Ezri,Konsa,DEF,Aston Villa,45,6,1.3,1.5,0.03,1.17,13.1,0,0,0,1,0,42,6,360,0,0,0,0,0,23992,14129,60.6,23.3,11,9.5,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.325,0.1857,0.13,0.1083,4
175,44,45,Ian,Maatsen,DEF,Aston Villa,49,4,1,1,0.78,2.5,2.5,0,0,0,1,0,16,1,62,0,0,0,0,0,11057,2364,18.6,61.6,6,8.6,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.25,0.1429,0.1,0.0833,4
179,45,46,Filip,Marschall,GK,Aston Villa,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
183,46,47,Emiliano,Martinez,GK,Aston Villa,50,6,1,1.5,0,1.17,13.1,0,0,0,0,0,30,6,360,1,0,7,0,0,37576,15544,63.8,0,0,6.4,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.25,0.1429,0.1,0.0833,4
187,47,48,John,McGinn,MID,Aston Villa,54,8,2,2,0.24,0.86,1.7,0,0,1,2,0,41,4,304,1,0,0,0,0,6243,2571,12.2,35.3,34,8.1,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.5,0.2857,0.2,0.1667,4
191,48,49,Tyrone,Mings,DEF,Aston Villa,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,104,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
195,49,50,Kosta,Nedeljkovic,DEF,Aston Villa,40,3,0.7,1,0.02,1.78,1.9,0,0,0,0,0,13,2,93,0,0,0,0,0,8420,2405,22.2,6.3,0,2.9,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.175,0.1,0.07,0.0583,4
199,50,51,Robin,Olsen,GK,Aston Villa,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,321,221,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
203,51,52,Pau,Pau,DEF,Aston Villa,45,6,1.3,1.5,0.02,1.17,2.3,0,0,0,1,0,34,6,360,0,0,0,0,0,5018,4060,63.6,17.8,0,8.1,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.325,0.1857,0.13,0.1083,4
207,52,53,Jacob,Ramsey,MID,Aston Villa,55,9,1.7,2.2,0.57,1.35,0.4,0,1,0,2,0,45,5,184,0,0,0,0,0,1581,2233,39.8,43.9,57,14.2,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.425,0.2429,0.17,0.1417,4
211,53,54,Morgan,Rogers,MID,Aston Villa,51,8,2,2,0.24,1.17,15.9,0,0,0,2,0,42,6,360,0,0,0,0,0,30933,32298,60.8,74.2,86,22.2,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.5,0.2857,0.2,0.1667,4
215,54,55,Viljami,Sinisalo,GK,Aston Villa,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
219,55,56,Lino,Sousa,DEF,Aston Villa,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0,0,0,0,
223,56,57,Youri,Tielemans,MID,Aston Villa,55,12,1.7,3,0.29,1.17,1.3,0,1,0,2,2,78,6,360,1,0,0,0,0,5303,5477,90.6,125.4,10,22.6,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,0.425,0.2429,0.17,0.1417,4
227,57,58,Ollie,Watkins,FWD,Aston Villa,89,22,6.7,5.5,0.96,0.88,24.2,2,1,2,13,3,66,3,268,0,0,0,0,0,42530,152802,86.6,48.9,142,27.7,EVE (H),WOL (H),IPS (A),MUN (H),FUL (A),BOU (H),2,2,2,3,3,2,2,4,7,10,12,1.675,0.9571,0.67,0.5583,4
231,58,59,Max,Aarons,DEF,Bournemouth,44,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,661,214,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
235,59,60,Tyler,Adams,MID,Bournemouth,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
239,60,61,Jaidon,Anthony,MID,Bournemouth,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
243,61,62,David,Brooks,MID,Bournemouth,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,133,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
247,62,63,Ryan,Christie,MID,Bournemouth,49,7,2,1.8,0.08,1.1,0.2,0,0,2,2,0,34,2,222,2,0,0,0,0,833,577,34.6,68.3,15,11.8,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.2857,0.2222,0.1429,0.1111,7.0004
251,63,64,Lewis,Cook,MID,Bournemouth,50,11,3.3,2.8,0.2,1.38,0.1,1,0,0,1,0,63,5,353,2,0,0,0,0,536,606,80.4,59.1,44,18.3,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.4714,0.3667,0.2357,0.1833,7.0004
255,64,65,Enes,Enes Ünal,FWD,Bournemouth,54,1,0.3,1,1.54,3.86,0,0,0,0,1,0,7,1,7,0,0,0,0,0,81,180,7.2,10.3,24,4.2,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.0429,0.0333,0.0214,0.0167,6.993
259,65,66,Romain,Faivre,MID,Bournemouth,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
263,66,67,Hamed,H.Traorè,MID,Bournemouth,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
267,67,68,James,Hill,DEF,Bournemouth,40,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,816,636,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
271,68,69,Daniel,Jebbison,FWD,Bournemouth,45,2,0.3,1,0,1.18,3,0,0,0,0,0,7,0,26,0,0,0,0,0,19098,0,3.2,10.6,2,1.6,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.0429,0.0333,0.0214,0.0167,6.993
275,69,70,Milos,Kerkez,DEF,Bournemouth,45,6,1.7,1.5,0.04,1.45,0.4,0,0,0,2,0,21,5,335,1,0,0,0,0,1084,854,44.4,35.5,11,9.2,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.2429,0.1889,0.1214,0.0944,6.9988
279,70,71,Justin,Kluivert,MID,Bournemouth,54,10,3.3,2.5,0.3,1.14,0.3,0,1,2,2,0,31,2,261,2,0,0,0,0,1242,1013,47.4,81,67,19.6,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.4714,0.3667,0.2357,0.1833,7.0004
283,71,72,Chris,Mepham,DEF,Bournemouth,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
287,72,73,Norberto,Neto,GK,Arsenal,44,7,1,3.5,0,1.46,1.6,0,0,0,0,0,30,2,180,0,0,11,0,0,9595,538,77.8,0,0,7.8,TOT (A),MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),4,5,2,2,2,4,5,7,9,11,15,0.1429,0.1111,0.0909,0.0667,6.9979
291,73,74,Dango,O.Dango,MID,Bournemouth,50,7,1.7,2.3,1.04,1.89,0,0,1,0,0,0,36,2,110,0,0,0,0,0,368,16,41.4,42.4,22,10.6,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.2429,0.1889,0.1214,0.0944,6.9988
295,74,75,Alex,Paulsen,GK,Bournemouth,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0,0,0,0,
299,75,76,Philip,Philip,MID,Bournemouth,48,2,0.3,1,0.39,2.49,0.1,0,0,0,1,0,5,1,21,0,0,0,0,0,272,925,5.2,4.7,4,1.4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.0429,0.0333,0.0214,0.0167,6.993
303,76,77,Alex,Scott,MID,Bournemouth,49,5,1,1.2,0.03,1.99,0,0,0,0,1,0,23,3,134,0,0,0,0,0,153,88,41.6,15.8,1,5.9,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.1429,0.1111,0.0714,0.0556,6.9979
307,77,78,Antoine,Semenyo,MID,Bournemouth,56,20,4,5,0.66,1.42,6.1,2,1,0,1,1,72,5,360,2,0,0,0,0,20664,36813,105.4,58.7,163,32.4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.5714,0.4444,0.2857,0.2222,7.0004
311,78,79,Marcos,Senesi,DEF,Bournemouth,49,3,1,1,0.03,1.5,0.7,0,0,0,1,0,16,4,256,2,0,0,0,0,2242,552,74,30.9,6,11.2,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.1429,0.1111,0.0714,0.0556,6.9979
315,79,80,Luis,Sinisterra,MID,Bournemouth,50,15,4.3,3.8,0.68,1.85,0.5,1,1,0,1,2,55,3,128,0,0,0,0,0,2920,3049,70.2,40.7,83,19.5,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.6143,0.4778,0.3071,0.2389,6.9998
319,80,81,Adam,Smith,DEF,Bournemouth,45,9,2.3,2.2,0.01,0.96,0.2,0,0,1,5,0,35,1,153,1,0,0,0,0,315,646,25.6,14.9,0,4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.3286,0.2556,0.1643,0.1278,6.9994
323,81,82,Dominic,Solanke,FWD,Spurs,75,4,1,2,0.35,0.88,7,0,0,0,2,0,17,2,180,0,0,0,0,0,24216,30324,19,20.1,74,11.2,ARS (H),BRE (H),MUN (A),BHA (A),WHU (H),CRY (A),5,2,3,2,2,3,2,5,7,9,12,0.2,0.1429,0.1111,0.0833,5
327,82,83,Marcus,Tavernier,MID,Bournemouth,55,16,4.7,4,0.7,1.38,0.3,1,0,1,3,2,61,4,346,0,0,0,0,0,1490,3687,92.4,155.7,167,41.6,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.6714,0.5222,0.3357,0.2611,7.0003
