,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,xGi,xGc,Points/Game,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW2,GW3,GW4,GW5,GW6,GW7,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
688,317,Diogo,Diogo J.,Liverpool,MID,75,14,7,0.65,0.36,7,na,1,1,2,14,0,43,0,149,0,0,0,0,0,50343,320750,54.4,29.8,67,15.2,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,11,4.4,3.1429,2.4444,2
690,318,Ben,Doak,Liverpool,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,799,456,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
692,319,Harvey,Elliott,Liverpool,MID,55,1,0.5,0.02,0,0.5,na,0,0,0,1,0,3,0,7,0,0,0,0,0,28130,4406,0,2,2,0.4,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0.5,0.2,0.1429,0.1111,0.0909
694,320,Endo,Endo,Liverpool,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,4866,1497,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0.5,0.2,0.1429,0.1111,0.0909
696,321,Cody,Gakpo,Liverpool,FWD,75,1,0.5,0.04,0,0.5,na,0,0,0,1,0,2,0,29,1,0,0,0,0,106567,17819,2.2,2.9,10,1.5,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0.5,0.2,0.1429,0.1111,0.0909
698,322,Joe,Gomez,Liverpool,DEF,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,11839,1820,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
700,323,Ryan,Gravenberch,Liverpool,MID,50,5,2.5,0.05,0.36,2.5,na,0,0,2,5,0,22,0,180,1,0,0,0,0,2987,10755,17.4,17.6,0,3.5,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,4,1.6,1.1429,0.8889,0.7273
702,324,Curtis,Jones,Liverpool,MID,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,401,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
704,325,Caoimhin,Kelleher,Liverpool,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,577,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
706,326,Ibrahima,Konaté,Liverpool,DEF,50,8,4,0.21,0.36,4,na,0,0,1,8,1,43,0,135,0,0,0,0,0,25832,19413,40.2,3.2,21,6.5,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,4.5,1.8,1.2857,1,0.8182
708,327,Luis,Luis Díaz,Liverpool,MID,75,17,8.5,1.04,0.36,8.5,na,1,1,2,17,3,64,0,161,0,0,0,0,0,93724,34770,78.2,85.8,75,23.9,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,10,4,2.8571,2.2222,1.8182
710,328,Mohamed,M.Salah,Liverpool,MID,125,24,12,0.75,0.36,12,na,2,1,2,24,5,72,0,172,0,0,0,0,0,64190,262302,96.8,30.6,122,24.9,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,19,7.6,5.4286,4.2222,3.4545
712,329,Alexis,Mac Allister,Liverpool,MID,65,6,3,0.11,0.36,3,na,0,0,2,6,0,20,0,180,0,0,0,0,0,33533,16312,14.8,35.4,15,6.5,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,4.5,1.8,1.2857,1,0.8182
714,330,James,McConnell,Liverpool,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,517,241,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
716,331,Tyler,Morton,Liverpool,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,599,352,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
718,332,Nathaniel,N.Phillips,Liverpool,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,1154,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
720,333,Jarell,Quansah,Liverpool,DEF,45,1,0.5,0,0,0.5,na,0,0,0,1,0,7,0,45,0,0,0,0,0,179875,13922,15.8,0.5,0,1.6,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,1,0.4,0.2857,0.2222,0.1818
722,334,Rhys,R.Williams,Liverpool,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,828,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
724,335,Andrew,Robertson,Liverpool,DEF,60,12,6,0.49,0.36,6,na,0,0,2,12,0,53,0,168,0,0,0,0,0,27872,45348,34,64.2,56,15.4,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,9,3.6,2.5714,2,1.6364
726,336,Dominik,Szoboszlai,Liverpool,MID,65,9,4.5,0.47,0.36,4.5,na,0,1,2,9,1,37,0,180,1,0,0,0,0,20702,61722,26,72.6,28,12.7,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,8,3.2,2.2857,1.7778,1.4545
728,337,Konstantinos,Tsimikas,Liverpool,DEF,50,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,11,0,0,0,0,0,11570,1306,1.4,1.2,0,0.3,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,1,0.4,0.2857,0.2222,0.1818
730,339,Virgil,Virgil,Liverpool,DEF,60,13,6.5,0.03,0.36,6.5,na,0,0,2,13,1,55,0,180,0,0,0,0,0,46514,61004,28.8,2.6,21,5.2,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,9.5,3.8,2.7143,2.1111,1.7273
732,340,Manuel,Akanji,Man City,DEF,55,8,4,0.16,0.29,4,na,0,0,1,8,0,41,1,180,0,0,0,0,0,22682,100054,39.6,30.4,2,7.2,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,7,3.5,2.3333,1.2727,0.9333
734,341,Nathan,Aké,Man City,DEF,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,39057,8017,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
736,342,Bernardo,Bernardo,Man City,MID,65,8,4,0.18,0.29,4,na,0,1,1,8,0,35,1,180,0,0,0,0,0,39373,252419,33.6,50.6,45,12.9,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,7,3.5,2.3333,1.2727,0.9333
738,343,Oscar,Bobb,Man City,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,13724,329,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
740,344,Scott,Carson,Man City,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,1270,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
742,345,Kevin,De Bruyne,Man City,MID,95,15,7.5,1.46,0.29,7.5,na,1,1,1,15,2,62,1,179,0,0,0,0,0,52478,99862,66.4,87.1,21,17.4,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,9,4.5,3,1.6364,1.2
744,346,Jérémy,Doku,Man City,MID,65,5,2.5,0.44,0.29,2.5,na,0,0,1,5,0,34,1,160,0,0,0,0,0,34467,174178,23.2,49.9,35,10.8,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,4,2,1.3333,0.7273,0.5333
746,347,Ederson,Ederson M.,Man City,GK,55,10,5,0,0.29,5,na,0,0,1,10,1,33,1,180,0,0,3,0,0,30267,105221,23.4,0,0,2.4,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,9,4.5,3,1.6364,1.2
748,348,Phil,Foden,Man City,MID,95,1,0.5,0,0,0.5,na,0,0,0,1,0,6,0,45,0,0,0,0,0,169574,92072,9,3.7,0,1.3,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,1,0.5,0.3333,0.1818,0.1333
750,349,Jack,Grealish,Man City,MID,65,0,0,0.11,0,0,na,0,0,0,0,0,0,0,19,1,0,0,0,0,2744,1391,1.2,2.4,9,1.3,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
752,350,Joško,Gvardiol,Man City,DEF,60,9,4.5,0.04,0.29,4.5,na,0,0,1,9,1,44,1,180,0,0,0,0,0,69908,260981,38.6,11.1,7,5.7,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,8,4,2.6667,1.4545,1.0667
754,351,Erling,Haaland,Man City,FWD,150,24,12,1.83,0.29,12,na,4,0,1,24,5,111,1,179,1,0,0,0,0,52604,275319,133.6,3.9,121,25.9,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,15.5,7.75,5.1667,2.8182,2.0667
756,352,Julián,J.Alvarez,Man City,FWD,70,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,20024,0,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
758,353,João,João Cancelo,Man City,DEF,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,20124,3024,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
760,354,Mateo,Kovačić,Man City,MID,55,12,6,0.06,0.29,6,na,1,0,1,12,3,54,1,139,0,0,0,0,0,12829,162586,67.2,30.7,9,10.7,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,11.5,5.75,3.8333,2.0909,1.5333
762,355,Rico,Lewis,Man City,DEF,45,8,4,0.59,0.29,4,na,0,0,1,8,0,31,1,180,0,0,0,0,0,15635,144875,22,12.1,32,6.6,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,7,3.5,2.3333,1.2727,0.9333
764,356,Matheus Luiz,Matheus N.,Man City,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,778,385,0.2,0.6,0,0.1,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0.5,0.25,0.1667,0.0909,0.0667
766,357,James,McAtee,Man City,MID,50,1,0.5,0.02,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,1834,300,0.2,1,2,0.3,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0.5,0.25,0.1667,0.0909,0.0667
768,358,Stefan,Ortega Moreno,Man City,GK,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,11429,476,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
770,360,Rodrigo 'Rodri',Rodrigo,Man City,MID,65,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,208137,1307,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
772,361,Rúben,Rúben,Man City,DEF,55,7,3.5,0.05,0.29,3.5,na,0,0,1,7,0,35,1,180,1,0,0,0,0,20495,79811,33.4,9,0,4.3,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,6.5,3.25,2.1667,1.1818,0.8667
774,362,John,Stones,Man City,DEF,55,1,0.5,0.01,0,0.5,na,0,0,0,1,0,6,0,40,0,0,0,0,0,29115,6368,6,5.4,2,1.3,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0.5,0.25,0.1667,0.0909,0.0667
776,363,Kyle,Walker,Man City,DEF,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,124903,24633,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
778,571,Sávio 'Savinho',Sávio,Man City,MID,65,10,5,0.2,0.29,5,na,0,2,0,10,1,44,1,115,0,0,0,0,0,14071,10580,40.8,70.2,18,12.9,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,5.5,2.75,1.8333,1,0.7333
780,607,Nico,O’Reilly,Man City,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,164,95,0,0,0,0,IPS (H),WHU (A),BRE (H),ARS (H),NEW (A),FUL (H),2,2,2,5,4,2,2,4,6,11,15,0,0,0,0,0
782,364,Amad,Amad,Man Utd,MID,50,9,4.5,0.44,1.5,4.5,na,1,0,1,9,0,30,1,149,1,0,0,0,0,37329,28221,42.2,37.5,29,10.9,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,6,2,1.5,1.0909,0.8571
784,365,Antony Matheus,Antony,Man Utd,MID,60,1,0.5,0.05,0.6,0.5,na,0,0,0,1,0,3,1,1,0,0,0,0,0,6238,1653,3,10.3,2,1.5,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0.5,0.1667,0.125,0.0909,0.0714
786,366,Bruno,B.Fernandes,Man Utd,MID,85,5,2.5,0.8,1.5,2.5,na,0,0,1,5,0,25,1,168,0,0,0,0,0,144064,57914,25.4,46,60,13.1,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,4,1.3333,1,0.7273,0.5714
788,367,Altay,Bayindir,Man Utd,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,175,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
790,368,Carlos Henrique,Casemiro,Man Utd,MID,50,5,2.5,0.12,2.09,2.5,na,0,0,1,5,0,32,2,180,0,0,0,0,0,7832,17943,39.4,44.6,29,11.3,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,4,1.3333,1,0.7273,0.5714
792,369,Diogo,Dalot,Man Utd,DEF,50,8,4,0.07,2.09,4,na,0,0,1,8,1,45,2,180,0,0,0,0,0,43708,101648,33.8,23.6,1,5.8,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,7.5,2.5,1.875,1.3636,1.0714
794,370,Christian,Eriksen,Man Utd,MID,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4291,1077,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
796,371,Jonny,Evans,Man Utd,DEF,45,1,0.5,0,0,0.5,na,0,0,0,1,0,2,0,9,0,0,0,0,0,1727,467,1.4,0,0,0.1,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,1,0.3333,0.25,0.1818,0.1429
798,372,Alejandro,Garnacho,Man Utd,MID,65,5,2.5,0.77,0.76,2.5,na,0,1,0,5,0,11,1,54,0,0,0,0,0,137053,95475,24.6,36.4,25,8.6,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,4.5,1.5,1.125,0.8182,0.6429
800,373,Hannibal,Hannibal,Man Utd,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,764,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
802,374,Tom,Heaton,Man Utd,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1180,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
804,375,Rasmus,Højlund,Man Utd,FWD,70,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,21180,534,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
806,376,Victor,Lindelof,Man Utd,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4541,219,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
808,377,Harry,Maguire,Man Utd,DEF,50,7,3.5,0.04,1.5,3.5,na,0,0,1,7,0,34,1,158,1,0,0,0,0,4142,11444,35,13.6,4,5.2,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,6,2,1.5,1.0909,0.8571
810,378,Kobbie,Mainoo,Man Utd,MID,55,4,2,0.01,2.09,2,na,0,0,1,4,0,39,2,173,1,0,0,0,0,54609,39563,26.4,5,5,3.7,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,3.5,1.1667,0.875,0.6364,0.5
812,379,Tyrell,Malacia,Man Utd,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,445,41,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
814,380,Lisandro,Martinez,Man Utd,DEF,45,8,4,0.19,2.09,4,na,0,0,1,8,1,34,2,180,0,0,0,0,0,22270,85495,29.6,16.2,0,4.6,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,7.5,2.5,1.875,1.3636,1.0714
816,381,Scott,McTominay,Man Utd,MID,50,2,1,0.07,0.6,1,na,0,0,0,2,0,4,1,17,0,0,0,0,0,14230,2645,3.2,0.3,5,0.9,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,1.5,0.5,0.375,0.2727,0.2143
818,382,Mason,Mount,Man Utd,MID,65,3,1.5,0.09,0.81,1.5,na,0,0,1,3,0,2,1,105,1,0,0,0,0,3539,1642,13,23.7,42,7.9,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,2.5,0.8333,0.625,0.4545,0.3571
820,383,André,Onana,Man Utd,GK,50,7,3.5,0,2.09,3.5,na,0,0,1,7,0,39,2,180,0,0,4,0,0,32449,39700,42.2,0,0,4.2,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,6.5,2.1667,1.625,1.1818,0.9286
822,384,Facundo,Pellistri,Man Utd,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,716,61,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
824,385,Marcus,Rashford,Man Utd,MID,70,5,2.5,0.01,1.33,2.5,na,0,0,1,5,0,9,1,154,0,0,0,0,0,55677,21693,4.6,22.1,12,3.8,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,4,1.3333,1,0.7273,0.5714
826,387,Luke,Shaw,Man Utd,DEF,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,30122,120,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
828,389,Joshua,Zirkzee,Man Utd,FWD,70,9,4.5,0.03,1.28,4.5,na,1,0,0,9,3,38,1,74,0,0,0,0,0,25649,232248,44.6,12.8,21,7.8,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,8.5,2.8333,2.125,1.5455,1.2143
830,572,Leny,Yoro,Man Utd,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,6955,168,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
832,593,Matthijs,De Ligt,Man Utd,DEF,50,2,1,0,0.6,1,na,0,0,0,2,0,4,1,20,0,0,0,0,0,54258,30305,9.8,0.2,0,1,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,1.5,0.5,0.375,0.2727,0.2143
834,594,Noussair,Mazraoui,Man Utd,DEF,45,12,6,0.02,2.09,6,na,0,1,1,12,2,44,2,170,0,0,0,0,0,28034,488859,38.2,24.2,6,6.8,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,10,3.3333,2.5,1.8182,1.4286
836,613,Toby,Collyer,Man Utd,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,118,470,0,0,0,0,BHA (A),LIV (H),SOU (A),CRY (A),TOT (H),AVL (A),2,4,2,3,3,4,2,6,8,11,14,0,0,0,0,0
838,390,Alex,A.Murphy,Newcastle,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,8312,7943,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
840,391,Miguel,Almirón,Newcastle,MID,60,1,0.5,0,0.08,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,25479,5640,0.4,0.3,0,0.1,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0.5,0.2,0.1429,0.1,0.0667
842,392,Harvey,Barnes,Newcastle,MID,65,6,3,0.48,1.07,3,na,0,1,0,6,1,22,0,52,0,0,0,0,0,9029,1528,21.6,30.3,10,6.2,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,3.5,1.4,1,0.7,0.4667
844,393,Sven,Botman,Newcastle,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,421,92,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
846,394,Bruno,Bruno G.,Newcastle,MID,65,5,2.5,0.33,2.23,2.5,na,0,0,1,5,0,31,1,180,0,0,0,0,0,33381,15376,43.8,28.7,11,8.4,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,4,1.6,1.1429,0.8,0.5333
848,395,Dan,Burn,Newcastle,DEF,45,6,3,0.29,2.23,3,na,0,0,1,6,0,21,1,180,2,0,0,0,0,50753,110885,41.6,1.3,27,7,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,5.5,2.2,1.5714,1.1,0.7333
850,396,Martin,Dúbravka,Newcastle,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,24221,1867,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
852,398,Anthony,Gordon,Newcastle,MID,75,13,6.5,1.03,2.15,6.5,na,1,0,1,13,3,50,1,157,0,0,0,0,0,219727,40305,48.2,72.6,42,16.3,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,8,3.2,2.2857,1.6,1.0667
854,399,Lewis,Hall,Newcastle,DEF,45,6,3,0.1,0.42,3,na,0,0,1,6,0,23,0,90,1,0,0,0,0,20342,40839,31.4,30,4,6.6,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,5.5,2.2,1.5714,1.1,0.7333
856,400,Isaac,Hayden,Newcastle,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,767,544,0,0,0,0,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,0,0,0,0,0
858,401,Alexander,Isak,Newcastle,FWD,85,7,3.5,0.29,2.23,3.5,na,0,1,1,7,0,30,1,180,0,0,0,0,0,186132,163637,32.2,22.4,55,10.9,BOU (A),TOT (H),WOL (A),FUL (A),MCI (H),EVE (A),2,3,2,3,5,3,2,5,7,10,15,6,2.4,1.7143,1.2,0.8
