,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Form,Gameweek,Avail,GW16,GW17,GW18,GW19,GW20,NGW1,NGW2,NGW3,NGW4,NGW5,F_1,F_2,F_3,F_4,F_5,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
8564,571,Ben,Davies,Spurs,DEF,43.0,0.0,1.06,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
8579,572,Radu,Drăgușin,Spurs,DEF,45.0,0.0,1.06,15.0,d,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
8594,573,Djed,Spence,Spurs,DEF,44.0,6.0,1.1800000000000002,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.54,1.18,0.708,0.708
8609,574,Destiny,Udogie,Spurs,DEF,44.0,0.0,1.08,15.0,i,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.24,1.08,0.648,0.648
8624,575,Micky,van de Ven,Spurs,DEF,47.0,6.0,1.1800000000000002,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.54,1.18,0.708,0.708
8639,576,Ashley,Phillips,Spurs,DEF,40.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
8654,577,Takai,Kōta,Spurs,DEF,40.0,0.0,1.06,15.0,d,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
8669,578,Luka,Vušković,Spurs,DEF,39.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
8684,579,Son,Heung-min,Spurs,MID,85.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8699,580,Brennan,Johnson,Spurs,MID,66.0,0.0,1.12,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.36,1.12,0.84,0.84
8714,581,James,Maddison,Spurs,MID,68.0,0.0,1.06,15.0,i,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8729,582,Mohammed,Kudus,Spurs,MID,65.0,3.0,1.46,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,4.38,1.46,1.095,1.095
8744,583,Dejan,Kulusevski,Spurs,MID,64.0,0.0,1.06,15.0,i,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8759,584,Mathys,Tel,Spurs,MID,63.0,0.0,1.1600000000000001,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.48,1.16,0.87,0.87
8774,585,Rodrigo,Bentancur,Spurs,MID,53.0,5.0,1.26,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.78,1.26,0.945,0.945
8789,586,Lucas,Bergvall,Spurs,MID,54.0,0.0,1.2000000000000002,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.6,1.2,0.9,0.9
8804,587,Yves,Bissouma,Spurs,MID,52.0,0.0,1.06,15.0,i,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8819,588,Wilson,Odobert,Spurs,MID,53.0,1.0,1.1600000000000001,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.48,1.16,0.87,0.87
8834,589,Manor,Solomon,Spurs,MID,54.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8849,590,Bryan,Gil Salvatierra,Spurs,MID,49.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8864,591,Archie,Gray,Spurs,MID,48.0,2.0,1.1400000000000001,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.42,1.14,0.855,0.855
8879,592,Mikey,Moore,Spurs,MID,50.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8894,593,Pape Matar,Sarr,Spurs,MID,47.0,1.0,1.1600000000000001,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.48,1.16,0.87,0.87
8909,594,Yang,Min-hyeok,Spurs,MID,45.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8924,595,Callum,Olusesi,Spurs,MID,43.0,0.0,1.06,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8939,596,Dominic,Solanke-Mitchell,Spurs,FWD,72.0,0.0,1.06,15.0,i,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8954,597,Richarlison,de Andrade,Spurs,FWD,64.0,8.0,1.36,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,4.08,1.36,1.02,1.02
8969,598,Will,Lankshear,Spurs,FWD,45.0,0.0,1.06,15.0,u,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8984,599,Dane,Scarlett,Spurs,FWD,43.0,0.0,1.06,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.18,1.06,0.795,0.795
8999,600,Alphonse,Areola,West Ham,GK,43.0,3.0,1.4000000000000001,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.4,1.05,1.05,1.05
9014,601,Wes,Foderingham,West Ham,GK,40.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9029,602,Krisztián,Hegyi,West Ham,GK,39.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9044,603,El Hadji Malick,Diouf,West Ham,DEF,42.0,6.0,1.32,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.32,0.99,0.99,0.99
9059,604,Emerson,Palmieri dos Santos,West Ham,DEF,44.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9074,605,Maximilian,Kilman,West Ham,DEF,42.0,4.0,1.22,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.22,0.915,0.915,0.915
9089,606,Konstantinos,Mavropanos,West Ham,DEF,44.0,4.0,1.28,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.28,0.96,0.96,0.96
9104,607,Nayef,Aguerd,West Ham,DEF,44.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9119,608,Ollie,Scarles,West Ham,DEF,43.0,0.0,1.06,15.0,i,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9134,609,Jean-Clair,Todibo,West Ham,DEF,43.0,2.0,1.3,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.3,0.975,0.975,0.975
9149,610,Aaron,Wan-Bissaka,West Ham,DEF,42.0,4.0,1.26,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.26,0.945,0.945,0.945
9164,611,Kaelan,Casey,West Ham,DEF,40.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
9179,612,Lucas,Tolentino Coelho de Lima,West Ham,MID,59.0,3.0,1.1,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.1,1.1,1.1,1.1
9194,613,Tomáš,Souček,West Ham,MID,57.0,1.0,1.1600000000000001,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.16,1.16,1.16,1.16
9209,614,James,Ward-Prowse,West Ham,MID,56.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9224,615,Crysencio,Summerville,West Ham,MID,55.0,3.0,1.12,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.12,1.12,1.12,1.12
9239,616,Edson,Álvarez Velázquez,West Ham,MID,49.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9254,617,Maxwel,Cornet,West Ham,MID,49.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9269,618,Guido,Rodríguez,West Ham,MID,48.0,2.0,1.1,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.1,1.1,1.1,1.1
9284,619,Luis Guilherme,Lira dos Santos,West Ham,MID,49.0,0.0,1.1,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.1,1.1,1.1,1.1
9299,620,George,Earthy,West Ham,MID,45.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9314,621,Andy,Irving,West Ham,MID,44.0,0.0,1.08,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.08,1.08,1.08,1.08
9329,622,Lewis,Orford,West Ham,MID,44.0,0.0,1.06,15.0,u,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9344,623,Freddie,Potts,West Ham,MID,44.0,0.0,1.1800000000000002,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.18,1.18,1.18,1.18
9359,624,Jarrod,Bowen,West Ham,FWD,75.0,9.0,1.46,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.46,1.46,1.46,1.46
9374,625,Niclas,Füllkrug,West Ham,FWD,56.0,0.0,1.1,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.1,1.1,1.1,1.1
9389,626,Callum,Marshall,West Ham,FWD,43.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.06,1.06,1.06,1.06
9404,627,Sam,Johnstone,Wolves,GK,45.0,1.0,1.2000000000000002,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.2,0.9,0.72,0.72,0.72
9419,628,José,Malheiro de Sá,Wolves,GK,43.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9434,629,Daniel,Bentley,Wolves,GK,40.0,0.0,1.06,15.0,i,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9449,630,Tom,King,Everton,GK,39.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
9464,631,Emmanuel,Agbadou,Wolves,DEF,43.0,2.0,1.24,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.24,0.93,0.744,0.744,0.744
9479,632,Matt,Doherty,Wolves,DEF,44.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9494,633,Hugo,Bueno López,Wolves,DEF,44.0,1.0,1.12,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.12,0.84,0.672,0.672,0.672
9509,634,Yerson,Mosquera Valdelamar,Wolves,DEF,43.0,-1.0,1.08,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.08,0.81,0.648,0.648,0.648
9524,635,Rodrigo,Martins Gomes,Wolves,DEF,44.0,0.0,1.06,15.0,i,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9539,636,Santiago,Ignacio Bueno,Wolves,DEF,44.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9554,637,Toti,Gomes,Wolves,DEF,43.0,1.0,1.26,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.26,0.945,0.756,0.756,0.756
9569,638,Ki-Jana,Hoever,Wolves,DEF,39.0,0.0,1.08,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.08,0.81,0.648,0.648,0.648
9584,639,Bastien,Meupiyou Menadjou,Wolves,DEF,40.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9599,640,Pedro,Cardoso de Lima,Wolves,DEF,40.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9614,641,Alfie,Pond,Wolves,DEF,39.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.06,0.795,0.636,0.636,0.636
9629,642,Hwang,Hee-chan,Wolves,MID,57.0,0.0,1.1,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.1,1.1,0.825,0.66,0.66
9644,643,André,Trindade da Costa Neto,Wolves,MID,53.0,2.0,1.28,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.28,1.28,0.96,0.768,0.768
9659,644,Jean-Ricner,Bellegarde,Wolves,MID,52.0,6.0,1.3,15.0,d,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.3,1.3,0.975,0.78,0.78
9674,645,Fer,López González,Wolves,MID,52.0,1.0,1.08,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.08,1.08,0.81,0.648,0.648
9689,646,João Victor,Gomes da Silva,Wolves,MID,53.0,0.0,1.22,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.22,1.22,0.915,0.732,0.732
9704,647,Gonçalo Manuel,Ganchinho Guedes,Wolves,MID,55.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9719,648,Marshall,Munetsi,Wolves,MID,54.0,0.0,1.12,15.0,i,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.12,1.12,0.84,0.672,0.672
9734,649,Boubacar,Traoré,Wolves,MID,50.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9749,650,Tawanda,Chirewa,Wolves,MID,43.0,0.0,1.08,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.08,1.08,0.81,0.648,0.648
9764,651,Tom,Edozie,Wolves,MID,43.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9779,652,Enso,González Medina,Wolves,MID,43.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9794,653,Joe,Hodge,Wolves,MID,45.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9809,654,Jørgen,Strand Larsen,Wolves,FWD,62.0,1.0,1.2000000000000002,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.2,1.2,0.9,0.72,0.72
9824,655,Fábio,Soares Silva,Wolves,FWD,49.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9839,656,Saša,Kalajdžić,Wolves,FWD,49.0,0.0,1.06,15.0,u,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9854,657,Leon,Chiwome,Wolves,FWD,44.0,0.0,1.06,15.0,i,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9869,658,Nathan,Fraser,Wolves,FWD,43.0,0.0,1.06,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.06,1.06,0.795,0.636,0.636
9884,659,Kyle,Walker-Peters,West Ham,DEF,43.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
